Start Time,Duration,Attributes,Title,Device Type,Bookmark,Country,Title_0,Title_1,Title_2,PST Start Time,Month,Day,Year
2023-12-27 17:20:38,0.4338888888888889,,Leave the World Behind,Sony Sony Android TV 2017 Smart TV,1.69,US (United States),Break Point,Season 1,Fairytale in New York (Episode 8),2023-12-27 09:20:38-08:00,12,2,2023
2023-12-27 17:20:02,0.0019444444444444444,Autoplayed: user action: None; ,Leave the World Behind,Sony Sony Android TV 2017 Smart TV,1.21,US (United States),The Monuments Men,,,2023-12-27 09:20:02-08:00,12,2,2023
2023-12-27 05:30:28,1.208611111111111,Autoplayed: user action: User_Interaction; ,Leave the World Behind,Sony Sony Android TV 2017 Smart TV,1.208611111111111,US (United States),BlacKkKlansman,,,2023-12-26 21:30:28-08:00,12,1,2023
2023-12-27 05:29:52,0.006944444444444444,,World War II: From the Frontlines: Season 1: Fortress Europe (Episode 4),Sony Sony Android TV 2017 Smart TV,0.5163888888888889,US (United States),World War II: From the Frontlines,Season 1,World Domination (Episode 2),2023-12-26 21:29:52-08:00,12,1,2023
2023-12-26 06:01:36,0.21833333333333335,,World War II: From the Frontlines: Season 1: Fortress Europe (Episode 4),Sony Sony Android TV 2017 Smart TV,0.51,US (United States),World War II: From the Frontlines,Season 1,The Master Race (Episode 1),2023-12-25 22:01:36-08:00,12,0,2023
2023-12-26 05:45:57,0.19972222222222222,,World War II: From the Frontlines: Season 1: Fortress Europe (Episode 4),Sony Sony Android TV 2017 Smart TV,0.29277777777777775,US (United States),Band of Brothers,Season 1,Day of Days (Episode 2),2023-12-25 21:45:57-08:00,12,0,2023
2023-12-26 05:19:56,0.07388888888888889,,World War II: From the Frontlines: Season 1: Fortress Europe (Episode 4),Sony Sony Android TV 2017 Smart TV,0.07555555555555556,US (United States),Band of Brothers,Season 1,Day of Days (Episode 2),2023-12-25 21:19:56-08:00,12,0,2023
2023-12-26 04:56:00,0.3458333333333333,Autoplayed: user action: User_Interaction; ,World War II: From the Frontlines: Season 1: Turning Point (Episode 3),Sony Sony Android TV 2017 Smart TV,0.7561111111111111,US (United States),Band of Brothers,Season 1,Currahee (Episode 1),2023-12-25 20:56:00-08:00,12,0,2023
2023-12-26 04:52:27,0.05555555555555556,,World War II: From the Frontlines: Season 1: Turning Point (Episode 3),Sony Sony Android TV 2017 Smart TV,0.42888888888888893,US (United States),I Think You Should Leave with Tim Robinson,Season 2,Didn't you say there was gonna be five people at this table? (Episode 5),2023-12-25 20:52:27-08:00,12,0,2023
2023-12-26 04:14:57,0.6175,,Ricky Gervais: Armageddon,Sony Sony Android TV 2017 Smart TV,1.0305555555555554,US (United States),I Think You Should Leave with Tim Robinson,Season 1,We Used to Watch This At My Old Work (Episode 6),2023-12-25 20:14:57-08:00,12,0,2023
2023-12-26 02:32:24,0.41500000000000004,,Ricky Gervais: Armageddon,Sony Sony Android TV 2017 Smart TV,0.41500000000000004,US (United States),Man of Steel,,,2023-12-25 18:32:24-08:00,12,0,2023
2023-12-25 05:09:20,0.37277777777777776,Autoplayed: user action: User_Interaction; ,World War II: From the Frontlines: Season 1: Turning Point (Episode 3),Sony Sony Android TV 2017 Smart TV,0.37416666666666665,US (United States),Man of Steel,,,2023-12-24 21:09:20-08:00,12,6,2023
2023-12-25 05:09:08,0.0011111111111111111,Autoplayed: user action: None; ,Break Point: Season 1: Fairytale in New York (Episode 8),Sony Sony Android TV 2017 Smart TV,0.0011111111111111111,US (United States),The Monuments Men,,,2023-12-24 21:09:08-08:00,12,6,2023
2023-12-25 05:08:56,0.0005555555555555556,Autoplayed: user action: None; ,The Monuments Men,Sony Sony Android TV 2017 Smart TV,0.47055555555555556,US (United States),Pain Hustlers,,,2023-12-24 21:08:56-08:00,12,6,2023
2023-12-25 05:02:33,0.014444444444444444,Autoplayed: user action: User_Interaction; ,The Monuments Men,Sony Sony Android TV 2017 Smart TV,0.4708333333333333,US (United States),Spy Game,,,2023-12-24 21:02:33-08:00,12,6,2023
2023-12-25 05:02:24,0.0005555555555555556,Autoplayed: user action: None; ,BlacKkKlansman,Sony Sony Android TV 2017 Smart TV,0.0005555555555555556,US (United States),The Adjustment Bureau,,,2023-12-24 21:02:24-08:00,12,6,2023
2023-12-25 04:34:16,0.42250000000000004,,World War II: From the Frontlines: Season 1: World Domination (Episode 2),Sony Sony Android TV 2017 Smart TV,0.6775,US (United States),Vice,,,2023-12-24 20:34:16-08:00,12,6,2023
2023-12-25 04:32:38,0.0011111111111111111,,Beverly Hills Cop,Sony Sony Android TV 2017 Smart TV,0.0011111111111111111,US (United States),"Painkiller: Limited Series: The One to Start With, The One to Stay With (Episode 1)",,,2023-12-24 20:32:38-08:00,12,6,2023
2023-12-24 05:31:36,0.2833333333333333,,World War II: From the Frontlines: Season 1: World Domination (Episode 2),Sony Sony Android TV 2017 Smart TV,0.2872222222222222,US (United States),Ballers,Season 1,Machete Charge (Episode 5),2023-12-23 21:31:36-08:00,12,5,2023
2023-12-24 05:12:01,0.325,,World War II: From the Frontlines: Season 1: The Master Race (Episode 1),Sony Sony Android TV 2017 Smart TV,0.7541666666666667,US (United States),Ballers,Season 1,Heads Will Roll (Episode 4),2023-12-23 21:12:01-08:00,12,5,2023
2023-12-23 05:13:10,0.3772222222222222,,World War II: From the Frontlines: Season 1: The Master Race (Episode 1),Sony Sony Android TV 2017 Smart TV,0.4291666666666667,US (United States),Ballers,Season 1,Move the Chains (Episode 3),2023-12-22 21:13:10-08:00,12,4,2023
2023-12-23 04:35:36,0.051944444444444446,Autoplayed: user action: User_Interaction; ,World War II: From the Frontlines: Season 1: The Master Race (Episode 1),Sony Sony Android TV 2017 Smart TV,0.051944444444444446,US (United States),Ballers,Season 1,Raise Up (Episode 2),2023-12-22 20:35:36-08:00,12,4,2023
2023-12-22 03:43:23,1.026111111111111,,BlacKkKlansman,Sony Sony Android TV 2017 Smart TV,2.158611111111111,US (United States),"Painkiller: Limited Series: The One to Start With, The One to Stay With (Episode 1)",,,2023-12-21 19:43:23-08:00,12,3,2023
2023-12-22 03:16:45,0.33555555555555555,,BlacKkKlansman,Sony Sony Android TV 2017 Smart TV,1.0841666666666665,US (United States),Mission: Impossible - Ghost Protocol,,,2023-12-21 19:16:45-08:00,12,3,2023
2023-12-21 04:50:00,0.7316666666666667,,BlacKkKlansman,Sony Sony Android TV 2017 Smart TV,0.7497222222222222,US (United States),Mission: Impossible - Ghost Protocol,,,2023-12-20 20:50:00-08:00,12,2,2023
2023-12-21 04:11:17,0.5747222222222222,,Band of Brothers: Season 1: Day of Days (Episode 2),Sony Sony Android TV 2017 Smart TV,0.8155555555555556,US (United States),I Think You Should Leave with Tim Robinson,Season 2,They have a cake shop there Susan where the cakes just look stunning. (Episode 2),2023-12-20 20:11:17-08:00,12,2,2023
2023-12-21 03:43:13,0.20277777777777778,,Band of Brothers: Season 1: Day of Days (Episode 2),Sony Sony Android TV 2017 Smart TV,0.2413888888888889,US (United States),I Think You Should Leave with Tim Robinson,Season 2,They said that to me at a dinner. (Episode 1),2023-12-20 19:43:13-08:00,12,2,2023
2023-12-19 04:30:27,0.9872222222222222,,Band of Brothers: Season 1: Currahee (Episode 1),Sony Sony Android TV 2017 Smart TV,1.1680555555555556,US (United States),Mike Birbiglia: The Old Man and The Pool,,,2023-12-18 20:30:27-08:00,12,0,2023
2023-12-14 05:55:43,0.09055555555555556,,I Think You Should Leave with Tim Robinson: Season 2: Didn't you say there was gonna be five people at this table? (Episode 5),Sony Sony Android TV 2017 Smart TV,0.09527777777777777,US (United States),Spy Game,,,2023-12-13 21:55:43-08:00,12,2,2023
2023-12-14 05:49:52,0.08305555555555555,Autoplayed: user action: User_Interaction; ,I Think You Should Leave with Tim Robinson: Season 1: We Used to Watch This At My Old Work (Episode 6),Sony Sony Android TV 2017 Smart TV,0.29388888888888887,US (United States),The Killer,,,2023-12-13 21:49:52-08:00,12,2,2023
2023-12-14 05:49:42,0.0005555555555555556,Autoplayed: user action: None; ,Man of Steel,Sony Sony Android TV 2017 Smart TV,2.2111111111111112,US (United States),Matt Rife: Natural Selection,,,2023-12-13 21:49:42-08:00,12,2,2023
2023-12-14 04:15:11,1.4811111111111113,,Man of Steel,Sony Sony Android TV 2017 Smart TV,2.2119444444444447,US (United States),Beckham: Limited Series: What Makes David Run (Episode 4),,,2023-12-13 20:15:11-08:00,12,2,2023
2023-12-11 05:59:51,0.4577777777777778,,The Monuments Men,Sony Sony Android TV 2017 Smart TV,0.4577777777777778,US (United States),Spy Game,,,2023-12-10 21:59:51-08:00,12,6,2023
2023-12-11 05:58:17,0.0002777777777777778,Autoplayed: user action: None; ,Pain Hustlers,Sony Sony Android TV 2017 Smart TV,1.051111111111111,US (United States),The Killer,,,2023-12-10 21:58:17-08:00,12,6,2023
2023-12-10 03:16:34,0.29,,Pain Hustlers,Sony Sony Android TV 2017 Smart TV,1.0508333333333333,US (United States),Whiplash,,,2023-12-09 19:16:34-08:00,12,5,2023
2023-12-10 02:12:33,0.5827777777777777,Autoplayed: user action: User_Interaction; ,Pain Hustlers,Sony Sony Android TV 2017 Smart TV,0.7611111111111111,US (United States),Beckham: Limited Series: Golden Balls (Episode 3),,,2023-12-09 18:12:33-08:00,12,5,2023
2023-12-09 05:11:15,0.15527777777777776,,Pain Hustlers,Sony Sony Android TV 2017 Smart TV,0.16277777777777777,US (United States),Beckham: Limited Series: Seeing Red (Episode 2),,,2023-12-08 21:11:15-08:00,12,4,2023
2023-12-03 17:35:28,0.0011111111111111111,Autoplayed: user action: User_Interaction; ,Untold: Malice at the Palace,Sony Sony Android TV 2017 Smart TV,0.0011111111111111111,US (United States),American Made,,,2023-12-03 09:35:28-08:00,12,6,2023
2023-12-03 17:35:00,0.0005555555555555556,Autoplayed: user action: None; ,Untold: Hall of Shame,Sony Sony Android TV 2017 Smart TV,1.2302777777777778,US (United States),Beckham: Limited Series: Seeing Red (Episode 2),,,2023-12-03 09:35:00-08:00,12,6,2023
2023-12-03 17:34:54,0.0002777777777777778,Autoplayed: user action: None; ,Untold: Hall of Shame,Sony Sony Android TV 2017 Smart TV,1.2300000000000002,US (United States),American Made,,,2023-12-03 09:34:54-08:00,12,6,2023
2023-12-03 17:34:41,0.0008333333333333334,Autoplayed: user action: None; ,Spy Game,Sony Sony Android TV 2017 Smart TV,2.016388888888889,US (United States),American Made,,,2023-12-03 09:34:41-08:00,12,6,2023
2023-12-03 17:34:26,0.001388888888888889,Autoplayed: user action: None; ,The Adjustment Bureau,Sony Sony Android TV 2017 Smart TV,0.9025,US (United States),Beckham: Limited Series: The Kick (Episode 1),,,2023-12-03 09:34:26-08:00,12,6,2023
2023-12-03 17:34:16,0.0005555555555555556,Autoplayed: user action: None; ,Vice,Sony Sony Android TV 2017 Smart TV,1.921111111111111,US (United States),Beckham: Limited Series: The Kick (Episode 1),,,2023-12-03 09:34:16-08:00,12,6,2023
2023-12-03 17:34:05,0.0005555555555555556,Autoplayed: user action: None; ,"Painkiller: Limited Series: The One to Start With, The One to Stay With (Episode 1)",Sony Sony Android TV 2017 Smart TV,0.3794444444444444,US (United States),Beckham: Limited Series: The Kick (Episode 1),,,2023-12-03 09:34:05-08:00,12,6,2023
2023-12-03 06:45:10,0.3136111111111111,,Ballers: Season 1: Machete Charge (Episode 5),Sony Sony Android TV 2017 Smart TV,0.345,US (United States),Untold: Hall of Shame,,,2023-12-02 22:45:10-08:00,12,5,2023
2023-12-03 06:17:22,0.42333333333333334,,Ballers: Season 1: Heads Will Roll (Episode 4),Sony Sony Android TV 2017 Smart TV,0.46555555555555556,US (United States),Untold: Hall of Shame,,,2023-12-02 22:17:22-08:00,12,5,2023
2023-12-03 05:51:28,0.42694444444444446,,Ballers: Season 1: Move the Chains (Episode 3),Sony Sony Android TV 2017 Smart TV,0.45916666666666667,US (United States),Spiderhead,,,2023-12-02 21:51:28-08:00,12,5,2023
2023-12-03 05:25:35,0.42083333333333334,,Ballers: Season 1: Raise Up (Episode 2),Sony Sony Android TV 2017 Smart TV,0.4666666666666667,US (United States),I Think You Should Leave with Tim Robinson,Season 3,WHEN I FIRST THOUGHT OF THIS YOU DIDN’T EVEN HAVE HANDS UP THERE — YOU WERE JUST WALKING STRAIGHT UP THE WALL. (Episode 6),2023-12-02 21:25:35-08:00,12,5,2023
2023-12-03 04:56:06,0.49,,Ballers: Season 1: Pilot (Episode 1),Sony Sony Android TV 2017 Smart TV,0.49,US (United States),I Think You Should Leave with Tim Robinson,Season 3,WHEN I FIRST THOUGHT OF THIS YOU DIDN’T EVEN HAVE HANDS UP THERE — YOU WERE JUST WALKING STRAIGHT UP THE WALL. (Episode 6),2023-12-02 20:56:06-08:00,12,5,2023
2023-12-03 04:28:38,0.23805555555555555,,"Painkiller: Limited Series: The One to Start With, The One to Stay With (Episode 1)",Sony Sony Android TV 2017 Smart TV,0.38111111111111107,US (United States),Spiderhead,,,2023-12-02 20:28:38-08:00,12,5,2023
2023-12-03 04:28:13,0.001388888888888889,,Painkiller: Limited Series: Jesus Gave Me Water (Episode 2),Sony Sony Android TV 2017 Smart TV,0.001388888888888889,US (United States),Break Point,Season 1,Saints and Sinners (Episode 7),2023-12-02 20:28:13-08:00,12,5,2023
2023-12-03 04:24:08,0.06277777777777778,Autoplayed: user action: User_Interaction; ,"Painkiller: Limited Series: The One to Start With, The One to Stay With (Episode 1)",Sony Sony Android TV 2017 Smart TV,0.07083333333333333,US (United States),Break Point,Season 1,Belonging (Episode 6),2023-12-02 20:24:08-08:00,12,5,2023
2023-12-03 04:21:35,0.0011111111111111111,Autoplayed: user action: None; ,Mission: Impossible - Ghost Protocol,Sony Sony Android TV 2017 Smart TV,1.8972222222222221,US (United States),Burnt,,,2023-12-02 20:21:35-08:00,12,5,2023
2023-12-03 02:36:28,0.9297222222222222,,Mission: Impossible - Ghost Protocol,Sony Sony Android TV 2017 Smart TV,1.896388888888889,US (United States),Burnt,,,2023-12-02 18:36:28-08:00,12,5,2023
2023-12-02 05:59:00,0.8780555555555556,Autoplayed: user action: User_Interaction; ,Mission: Impossible - Ghost Protocol,Sony Sony Android TV 2017 Smart TV,0.8919444444444444,US (United States),Untold: Swamp Kings,Season 1,The Pain of Greatness (Episode 4),2023-12-01 21:59:00-08:00,12,4,2023
2023-12-02 02:09:20,0.9344444444444444,,Vice,Sony Sony Android TV 2017 Smart TV,1.9208333333333332,US (United States),Untold: Swamp Kings,Season 1,Trouble in the Swamp (Episode 3),2023-12-01 18:09:20-08:00,12,4,2023
2023-11-30 01:53:47,0.46194444444444444,Autoplayed: user action: User_Interaction; ,Vice,Sony Sony Android TV 2017 Smart TV,0.9386111111111112,US (United States),Untold: Swamp Kings,Season 1,Go Hard or Go Home (Episode 1),2023-11-29 17:53:47-08:00,11,2,2023
2023-11-28 03:24:07,0.43583333333333335,Autoplayed: user action: User_Interaction; ,Vice,Sony Sony Android TV 2017 Smart TV,0.4702777777777778,US (United States),Untold: Swamp Kings,Season 1,Go Hard or Go Home (Episode 1),2023-11-27 19:24:07-08:00,11,0,2023
2023-11-28 03:10:47,0.08194444444444444,,I Think You Should Leave with Tim Robinson: Season 1: We Used to Watch This At My Old Work (Episode 6),Sony Sony Android TV 2017 Smart TV,0.15916666666666665,US (United States),Quarterback,Season 1,The Final Chapter (Episode 8),2023-11-27 19:10:47-08:00,11,0,2023
2023-11-28 03:08:13,0.025277777777777777,,I Think You Should Leave with Tim Robinson: Season 2: They have a cake shop there Susan where the cakes just look stunning. (Episode 2),Sony Sony Android TV 2017 Smart TV,0.2658333333333333,US (United States),Quarterback,Season 1,Win or Go Home (Episode 7),2023-11-27 19:08:13-08:00,11,0,2023
2023-11-28 03:04:22,0.052500000000000005,,I Think You Should Leave with Tim Robinson: Season 2: They said that to me at a dinner. (Episode 1),Sony Sony Android TV 2017 Smart TV,0.27,US (United States),Quarterback,Season 1,Under Pressure (Episode 6),2023-11-27 19:04:22-08:00,11,0,2023
2023-11-28 03:03:16,0.0002777777777777778,Autoplayed: user action: None; ,I Think You Should Leave with Tim Robinson: Season 3: THAT WAS THE EARTH TELLING ME I’M SUPPOSED TO DO SOMETHING GREAT. (Episode 1),Sony Sony Android TV 2017 Smart TV,0.0002777777777777778,US (United States),Alone,Season 9,"Fight, Flight or Freeze (Episode 11)",2023-11-27 19:03:16-08:00,11,0,2023
2023-11-28 03:02:42,0.0005555555555555556,,I Think You Should Leave with Tim Robinson: Season 3: THAT WAS THE EARTH TELLING ME I’M SUPPOSED TO DO SOMETHING GREAT. (Episode 1),Sony Sony Android TV 2017 Smart TV,0.0008333333333333334,US (United States),Alone,Season 9,Winter's Grasp (Episode 10),2023-11-27 19:02:42-08:00,11,0,2023
2023-11-28 03:00:12,0.005277777777777778,Autoplayed: user action: None; ,Dune,Sony Sony Android TV 2017 Smart TV,0.005277777777777778,US (United States),Alone,Season 9,The Ice Up (Episode 9),2023-11-27 19:00:12-08:00,11,0,2023
2023-11-28 02:18:13,0.625,Autoplayed: user action: User_Interaction; ,Mike Birbiglia: The Old Man and The Pool,Sony Sony Android TV 2017 Smart TV,1.2855555555555553,US (United States),Alone,Season 9,The Birds (Episode 7),2023-11-27 18:18:13-08:00,11,0,2023
2023-11-28 02:09:34,0.13333333333333333,,Mike Birbiglia: The Old Man and The Pool,Sony Sony Android TV 2017 Smart TV,0.6613888888888889,US (United States),Alone,Season 9,The Weasel (Episode 6),2023-11-27 18:09:34-08:00,11,0,2023
2023-11-27 05:17:19,0.3163888888888889,,Mike Birbiglia: The Old Man and The Pool,Sony Sony Android TV 2017 Smart TV,0.5283333333333334,US (United States),Quarterback,Season 1,Roller Coaster (Episode 5),2023-11-26 21:17:19-08:00,11,6,2023
2023-11-25 05:38:23,0.2013888888888889,Autoplayed: user action: User_Interaction; ,Mike Birbiglia: The Old Man and The Pool,Sony Sony Android TV 2017 Smart TV,0.2127777777777778,US (United States),Quarterback,Season 1,Mind Games (Episode 4),2023-11-24 21:38:23-08:00,11,4,2023
2023-11-25 04:49:54,0.7338888888888888,Autoplayed: user action: User_Interaction; ,The Adjustment Bureau,Sony Sony Android TV 2017 Smart TV,0.9030555555555556,US (United States),They Cloned Tyrone,,,2023-11-24 20:49:54-08:00,11,4,2023
2023-11-18 02:32:35,0.4841666666666667,,Spy Game,Sony Sony Android TV 2017 Smart TV,2.015833333333333,US (United States),Alone,Season 9,The Beaver (Episode 4),2023-11-17 18:32:35-08:00,11,4,2023
2023-11-18 02:25:06,0.11805555555555555,,Break Point: Season 1: One Last Chance (Episode 10),Sony Sony Android TV 2017 Smart TV,0.12777777777777777,US (United States),Alone,Season 9,The Law of the Land (Episode 3),2023-11-17 18:25:06-08:00,11,4,2023
2023-11-18 02:24:41,0.0005555555555555556,Autoplayed: user action: None; ,Arrival,Sony Sony Android TV 2017 Smart TV,0.9944444444444444,US (United States),Alone,Season 9,The Law of the Land (Episode 3),2023-11-17 18:24:41-08:00,11,4,2023
2023-11-18 02:24:29,0.0002777777777777778,Autoplayed: user action: None; ,Between Two Ferns: The Movie,Sony Sony Android TV 2017 Smart TV,0.1613888888888889,US (United States),Alone,Season 9,Consequences (Episode 2),2023-11-17 18:24:29-08:00,11,4,2023
2023-11-18 02:24:19,0.0005555555555555556,Autoplayed: user action: None; ,Anchorman 2: The Legend Continues,Sony Sony Android TV 2017 Smart TV,0.03083333333333333,US (United States),Alone,Season 9,Consequences (Episode 2),2023-11-17 18:24:19-08:00,11,4,2023
2023-11-18 02:24:08,0.0005555555555555556,Autoplayed: user action: None; ,Spiderhead,Sony Sony Android TV 2017 Smart TV,1.613888888888889,US (United States),Alone,Season 9,Consequences (Episode 2),2023-11-17 18:24:08-08:00,11,4,2023
2023-11-18 02:03:51,0.32361111111111107,Autoplayed: user action: User_Interaction; ,Spy Game,Sony Sony Android TV 2017 Smart TV,1.0611111111111111,US (United States),Quarterback,Season 1,Homecoming (Episode 2),2023-11-17 18:03:51-08:00,11,4,2023
2023-11-16 04:45:12,0.5333333333333333,,Spy Game,Sony Sony Android TV 2017 Smart TV,0.6986111111111111,US (United States),Flight,,,2023-11-15 20:45:12-08:00,11,2,2023
2023-11-16 04:36:21,0.12972222222222224,Autoplayed: user action: User_Interaction; ,The Killer,Sony Sony Android TV 2017 Smart TV,1.8525,US (United States),Black Mirror,Season 2,White Christmas (Episode 4),2023-11-15 20:36:21-08:00,11,2,2023
2023-11-16 04:34:14,0.025833333333333333,Autoplayed: user action: None; ,Matt Rife: Natural Selection,Sony Sony Android TV 2017 Smart TV,0.0325,US (United States),65,,,2023-11-15 20:34:14-08:00,11,2,2023
2023-11-13 03:56:35,0.4897222222222222,,Beckham: Limited Series: What Makes David Run (Episode 4),Sony Sony Android TV 2017 Smart TV,1.236388888888889,US (United States),Quarterback,Season 1,The Quest (Episode 1),2023-11-12 19:56:35-08:00,11,6,2023
2023-11-13 03:27:20,0.3925,,Beckham: Limited Series: What Makes David Run (Episode 4),Sony Sony Android TV 2017 Smart TV,0.7483333333333333,US (United States),Quarterback,Season 1,Homecoming (Episode 2),2023-11-12 19:27:20-08:00,11,6,2023
2023-11-13 03:14:40,0.008333333333333333,Autoplayed: user action: None; ,Beckham: Limited Series: What Makes David Run (Episode 4),Sony Sony Android TV 2017 Smart TV,0.3555555555555555,US (United States),Quarterback,Season 1,The Quest (Episode 1),2023-11-12 19:14:40-08:00,11,6,2023
2023-11-13 03:13:21,0.017777777777777778,,Spy Game,Sony Sony Android TV 2017 Smart TV,0.13416666666666666,US (United States),Terminator 2: Judgment Day,,,2023-11-12 19:13:21-08:00,11,6,2023
2023-11-13 02:49:53,0.10805555555555556,Autoplayed: user action: User_Interaction; ,Spy Game,Sony Sony Android TV 2017 Smart TV,0.11666666666666667,US (United States),Bo Burnham: Make Happy,,,2023-11-12 18:49:53-08:00,11,6,2023
2023-11-13 02:27:06,0.3475,Autoplayed: user action: User_Interaction; ,Beckham: Limited Series: What Makes David Run (Episode 4),Sony Sony Android TV 2017 Smart TV,0.3475,US (United States),Flight,,,2023-11-12 18:27:06-08:00,11,6,2023
2023-11-13 02:23:22,0.0011111111111111111,Autoplayed: user action: None; ,Beckham: Limited Series: What Makes David Run (Episode 4),Sony Sony Android TV 2017 Smart TV,0.0011111111111111111,US (United States),Alone,Season 9,Drop Shock (Episode 1),2023-11-12 18:23:22-08:00,11,6,2023
2023-11-12 04:18:23,0.8402777777777778,,The Killer,Sony Sony Android TV 2017 Smart TV,1.722777777777778,US (United States),Star Trek Into Darkness,,,2023-11-11 20:18:23-08:00,11,5,2023
2023-11-12 04:17:07,0.004722222222222222,Autoplayed: user action: User_Interaction; ,Whiplash,Sony Sony Android TV 2017 Smart TV,0.027222222222222224,US (United States),I Think You Should Leave with Tim Robinson,Season 2,They have a cake shop there Susan where the cakes just look stunning. (Episode 2),2023-11-11 20:17:07-08:00,11,5,2023
